-0,853393250030809
-0,853393250030809
-0,474001749983552
-0,158931249999361
-0,00440374999999925
-0,00440374999999925
-0,00440374999999925
-0,104522749998933
-0,638441750000764
-0,853393250030809
-0,853393250030809
-0,474001749983552
-0,158931249999361
-0,383795249990973
-0,341068749994488
-0,495596249981775
-0,495596249981775
-0,0160857500000109
-0,00440374999999925
-0,701930250009638
-0,353393249993474
0,277580249999711
0,474001749983552
0,158931249999361
0,00440374999999925
-0,353393249993474
-0,853393250030809
-0,495596249981775
0,0474027500000422
-0,126117249998417
-0,353393249993474
-0,158931249999361
-0,277580249999711
-0,853393250030809
-0,353393249993474
-0,353393249993474
-0,353393249993474
-0,353393249993474
0,126117249998417
-0,126117249998417
0,0259982500000208
0,198865750000509
-0,341068749994488
-0,353393249993474
-0,353393249993474
-0,853393250030809
-0,853393250030809
-0,853393250030809
0,126117249998417
0,853393250030809
0,0259982500000208
-0,0259982500000208
-0,69886575000921
-0,353393249993474
-0,353393249993474
-0,853393250030809
-0,853393250030809
-0,853393250030809
-0,25327425000171
0,853393250030809
0,189605750000243
-0,126117249998417
-0,853393250030809
-0,353393249993474
-0,353393249993474
-0,353393249993474
-0,853393250030809
-0,853393250030809
-0,25327425000171
0,25327425000171
0,189605750000243
0,310394249997011
-0,353393249993474
-0,353393249993474
-0,853393250030809
-0,353393249993474
-0,353393249993474
-0,353393249993474
-0,25327425000171
0,25327425000171
0,0474027500000422
0,158931249999361
-0,353393249993474
-0,853393250030809
-0,853393250030809
-0,853393250030809
-0,853393250030809
-0,853393250030809
-0,373882749991788
0,25327425000171
-0,310394249997011
-0,853393250030809
-0,853393250030809
-0,853393250030809
-0,853393250030809
-0,853393250030809
-0,853393250030809
-0,853393250030809
-0,474001749983552
-0,853393250030809
