-0,232749999999978
-0,232749999999978
-0,232749999999978
-0,232749999999978
-0,232749999999978
-0,232749999999978
-0,232749999999978
-0,232749999999978
-0,232749999999978
-0,232749999999978
-0,232749999999978
-0,450199999999955
-0,450199999999955
-0,257399999999976
0,0275000000000005
-0,189949999999983
-0,189949999999983
-0,189949999999983
-0,189949999999983
-0,450199999999955
0,102499999999993
-0,0201000000000003
0,109099999999992
0,109099999999992
0,197349999999982
-0,151149999999987
-0,185399999999984
-0,185399999999984
-0,210549999999981
0,0704999999999963
0,259649999999976
-0,102499999999993
-0,197349999999982
-0,326549999999968
0,375949999999963
0,00484999999999999
-0,292299999999972
-0,0704999999999963
-0,00304999999999999
0,194149999999983
0,450199999999955
-0,257399999999976
-0,450199999999955
-0,00794999999999997
0,450199999999955
-0,0238500000000004
-0,450199999999955
-0,450199999999955
-0,12669999999999
0,160949999999986
0,386599999999962
-0,343599999999966
-0,259649999999976
0,195499999999983
0,259649999999976
0,00739999999999997
-0,196049999999982
-0,192199999999983
-0,12669999999999
0,192199999999983
0,153049999999987
0,0956499999999935
0,0320500000000005
-0,0214000000000004
0,0561999999999979
-0,145049999999988
0,0318500000000006
0,000599999999999999
0,0255500000000005
0,157949999999987
-0,0956499999999935
-0,155699999999987
-0,0320500000000005
-0,0320500000000005
-0,0454999999999991
0,0356000000000002
-0,348499999999966
-0,384699999999962
-0,000599999999999999
-0,407199999999959
-0,326549999999968
-0,163099999999986
-0,163099999999986
-0,450199999999955
-0,450199999999955
-0,0660999999999968
-0,0660999999999968
-0,0660999999999968
-0,0660999999999968
-0,450199999999955
-0,450199999999955
-0,450199999999955
-0,450199999999955
-0,450199999999955
-0,450199999999955
-0,450199999999955
-0,450199999999955
-0,450199999999955
-0,450199999999955
-0,450199999999955
